gene,bin,bin_adv,dN/dS,species
HuLuLu_HuLuLuH2.09g30299.t1,Autosomal,Autosomal,0.0997,hop
HuLuLu_HuLuLuH2.08g26961.t1,Autosomal,Autosomal,0.1183,hop
HuLuLu_HuLuLuH2.07g24536.t1,Autosomal,Autosomal,0.11317,hop
HuLuLu_HuLuLuH2.08g29255.t1,Autosomal,Autosomal,0.21781,hop
HuLuLu_HuLuLuH2.08g27003.t1,Autosomal,Autosomal,0.15513,hop
HuLuLu_HuLuLuH2.05g16285.t2,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g23451.t1,Autosomal,Autosomal,0.29755,hop
HuLuLu_HuLuLuH2.02g5319.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g1195.t1,Autosomal,Autosomal,0.24413,hop
HuLuLu_HuLuLuH2.08g26384.t1,Autosomal,Autosomal,0.17789,hop
HuLuLu_HuLuLuH2.01g3540.t1,Autosomal,Autosomal,0.24687,hop
HuLuLu_HuLuLuH2.03g10769.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.06g19156.t1,Autosomal,Autosomal,0.07458,hop
HuLuLu_HuLuLuH2.08g28402.t2,Autosomal,Autosomal,0.35009,hop
HuLuLu_HuLuLuH2.07g22428.t1,Autosomal,Autosomal,0.30147,hop
HuLuLu_HuLuLuH2.08g27545.t1,Autosomal,Autosomal,0.12425,hop
HuLuLu_HuLuLuH2.09g31139.t1,Autosomal,Autosomal,0.29571,hop
HuLuLu_HuLuLuH2.07g23435.t1,Autosomal,Autosomal,0.31625,hop
HuLuLu_HuLuLuH2.04g12430.t2,Autosomal,Autosomal,0.19807,hop
HuLuLu_HuLuLuH2.04g13399.t1,Autosomal,Autosomal,0.26865,hop
HuLuLu_HuLuLuH2.Xg35080.t1,X-linked,PAR,0.0903,hop
HuLuLu_HuLuLuH2.07g25541.t1,Autosomal,Autosomal,0.58691,hop
HuLuLu_HuLuLuH2.07g23992.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.01g265.t2,Autosomal,Autosomal,0.66204,hop
HuLuLu_HuLuLuH2.04g14211.t1,Autosomal,Autosomal,0.6002,hop
HuLuLu_HuLuLuH2.08g26675.t1,Autosomal,Autosomal,0.18425,hop
HuLuLu_HuLuLuH2.03g10008.t1,Autosomal,Autosomal,0.14771,hop
HuLuLu_HuLuLuH2.02g5151.t1,Autosomal,Autosomal,0.11667,hop
HuLuLu_HuLuLuH2.07g22629.t1,Autosomal,Autosomal,0.15906,hop
HuLuLu_HuLuLuH2.07g24209.t1,Autosomal,Autosomal,0.62172,hop
HuLuLu_HuLuLuH2.08g27850.t1,Autosomal,Autosomal,0.42886,hop
HuLuLu_HuLuLuH2.08g26247.t1,Autosomal,Autosomal,0.19788,hop
HuLuLu_HuLuLuH2.08g29251.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g28764.t1,Autosomal,Autosomal,0.11862,hop
HuLuLu_HuLuLuH2.08g26251.t2,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g6595.t1,Autosomal,Autosomal,0.19088,hop
HuLuLu_HuLuLuH2.07g25250.t1,Autosomal,Autosomal,0.15569,hop
HuLuLu_HuLuLuH2.01g678.t1,Autosomal,Autosomal,0.10418,hop
HuLuLu_HuLuLuH2.06g19774.t1,Autosomal,Autosomal,0.0552,hop
HuLuLu_HuLuLuH2.07g24725.t1,Autosomal,Autosomal,0.37262,hop
HuLuLu_HuLuLuH2.07g25448.t1,Autosomal,Autosomal,0.26485,hop
HuLuLu_HuLuLuH2.03g8326.t1,Autosomal,Autosomal,0.28744,hop
HuLuLu_HuLuLuH2.07g23415.t1,Autosomal,Autosomal,0.0613,hop
HuLuLu_HuLuLuH2.Xg35189.t1,X-linked,PAR,0.28515,hop
HuLuLu_HuLuLuH2.08g29340.t1,Autosomal,Autosomal,0.699,hop
HuLuLu_HuLuLuH2.03g9409.t1,Autosomal,Autosomal,0.22521,hop
HuLuLu_HuLuLuH2.01g66.t2,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.Xg32766.t1,X-linked,HXR,0.18387,hop
HuLuLu_HuLuLuH2.06g21054.t2,Autosomal,Autosomal,0.07964,hop
HuLuLu_HuLuLuH2.01g4133.t1,Autosomal,Autosomal,0.26325,hop
HuLuLu_HuLuLuH2.02g4679.t1,Autosomal,Autosomal,0.14685,hop
HuLuLu_HuLuLuH2.06g18356.t1,Autosomal,Autosomal,0.08154,hop
HuLuLu_HuLuLuH2.08g29082.t1,Autosomal,Autosomal,0.41669,hop
HuLuLu_HuLuLuH2.08g27077.t2,Autosomal,Autosomal,0.1097,hop
HuLuLu_HuLuLuH2.08g26667.t1,Autosomal,Autosomal,0.22172,hop
HuLuLu_HuLuLuH2.02g7034.t1,Autosomal,Autosomal,0.18937,hop
HuLuLu_HuLuLuH2.07g22014.t1,Autosomal,Autosomal,0.17271,hop
HuLuLu_HuLuLuH2.03g10292.t1,Autosomal,Autosomal,0.18967,hop
HuLuLu_HuLuLuH2.01g2880.t1,Autosomal,Autosomal,0.25686,hop
HuLuLu_HuLuLuH2.01g722.t2,Autosomal,Autosomal,0.17093,hop
HuLuLu_HuLuLuH2.06g19827.t1,Autosomal,Autosomal,0.26224,hop
HuLuLu_HuLuLuH2.07g23036.t1,Autosomal,Autosomal,0.09329,hop
HuLuLu_HuLuLuH2.09g32159.t1,Autosomal,Autosomal,0.16879,hop
HuLuLu_HuLuLuH2.07g24807.t1,Autosomal,Autosomal,0.22074,hop
HuLuLu_HuLuLuH2.Xg32892.t1,X-linked,HXR,0.17098,hop
HuLuLu_HuLuLuH2.02g6834.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.04g12344.t2,Autosomal,Autosomal,0.18611,hop
HuLuLu_HuLuLuH2.07g21316.t1,Autosomal,Autosomal,0.37868,hop
HuLuLu_HuLuLuH2.07g21801.t1,Autosomal,Autosomal,0.33088,hop
HuLuLu_HuLuLuH2.02g7000.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g7889.t2,Autosomal,Autosomal,0.55917,hop
HuLuLu_HuLuLuH2.Xg34026.t1,X-linked,HXR,0.07993,hop
HuLuLu_HuLuLuH2.01g2614.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g17146.t1,Autosomal,Autosomal,0.25361,hop
HuLuLu_HuLuLuH2.08g27720.t1,Autosomal,Autosomal,0.12327,hop
HuLuLu_HuLuLuH2.09g30218.t1,Autosomal,Autosomal,0.19654,hop
HuLuLu_HuLuLuH2.Xg35536.t1,X-linked,PAR,0.47121,hop
HuLuLu_HuLuLuH2.01g1999.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g26068.t1,Autosomal,Autosomal,0.81163,hop
HuLuLu_HuLuLuH2.09g31361.t1,Autosomal,Autosomal,0.21707,hop
HuLuLu_HuLuLuH2.06g20503.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g26595.t1,Autosomal,Autosomal,0.18158,hop
HuLuLu_HuLuLuH2.01g3787.t1,Autosomal,Autosomal,0.11166,hop
HuLuLu_HuLuLuH2.08g29854.t1,Autosomal,Autosomal,0.17559,hop
HuLuLu_HuLuLuH2.06g20636.t1,Autosomal,Autosomal,0.30465,hop
HuLuLu_HuLuLuH2.04g12252.t1,Autosomal,Autosomal,0.35806,hop
HuLuLu_HuLuLuH2.03g8672.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g4844.t1,Autosomal,Autosomal,0.68741,hop
HuLuLu_HuLuLuH2.02g7272.t1,Autosomal,Autosomal,0.24284,hop
HuLuLu_HuLuLuH2.08g27737.t1,Autosomal,Autosomal,0.16924,hop
HuLuLu_HuLuLuH2.07g21420.t1,Autosomal,Autosomal,0.23799,hop
HuLuLu_HuLuLuH2.08g27989.t1,Autosomal,Autosomal,0.18066,hop
HuLuLu_HuLuLuH2.08g26624.t1,Autosomal,Autosomal,0.10383,hop
HuLuLu_HuLuLuH2.07g23590.t1,Autosomal,Autosomal,0.05731,hop
HuLuLu_HuLuLuH2.01g2270.t1,Autosomal,Autosomal,0.43013,hop
HuLuLu_HuLuLuH2.01g3449.t1,Autosomal,Autosomal,0.36477,hop
HuLuLu_HuLuLuH2.05g17095.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g22480.t2,Autosomal,Autosomal,0.37895,hop
HuLuLu_HuLuLuH2.08g27824.t1,Autosomal,Autosomal,0.11229,hop
HuLuLu_HuLuLuH2.Xg35463.t1,X-linked,PAR,0.19665,hop
HuLuLu_HuLuLuH2.01g3028.t2,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g17152.t1,Autosomal,Autosomal,0.31687,hop
HuLuLu_HuLuLuH2.01g715.t2,Autosomal,Autosomal,0.07709,hop
HuLuLu_HuLuLuH2.03g8375.t1,Autosomal,Autosomal,0.24322,hop
HuLuLu_HuLuLuH2.01g2972.t1,Autosomal,Autosomal,0.12199,hop
HuLuLu_HuLuLuH2.09g32372.t1,Autosomal,Autosomal,0.56773,hop
HuLuLu_HuLuLuH2.07g23464.t1,Autosomal,Autosomal,0.58883,hop
HuLuLu_HuLuLuH2.09g31872.t1,Autosomal,Autosomal,0.25497,hop
HuLuLu_HuLuLuH2.06g19654.t1,Autosomal,Autosomal,0.16546,hop
HuLuLu_HuLuLuH2.Xg35451.t1,X-linked,PAR,0.20336,hop
HuLuLu_HuLuLuH2.08g26199.t1,Autosomal,Autosomal,0.21756,hop
HuLuLu_HuLuLuH2.08g29699.t1,Autosomal,Autosomal,0.18755,hop
HuLuLu_HuLuLuH2.08g29207.t1,Autosomal,Autosomal,0.16527,hop
HuLuLu_HuLuLuH2.03g8391.t1,Autosomal,Autosomal,0.10946,hop
HuLuLu_HuLuLuH2.07g21491.t1,Autosomal,Autosomal,0.18116,hop
HuLuLu_HuLuLuH2.07g21861.t1,Autosomal,Autosomal,0.24302,hop
HuLuLu_HuLuLuH2.02g7277.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.06g18923.t1,Autosomal,Autosomal,0.24318,hop
HuLuLu_HuLuLuH2.03g8400.t1,Autosomal,Autosomal,0.3334,hop
HuLuLu_HuLuLuH2.08g26998.t1,Autosomal,Autosomal,0.1936,hop
HuLuLu_HuLuLuH2.03g8931.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g28869.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.06g18877.t1,Autosomal,Autosomal,0.42166,hop
HuLuLu_HuLuLuH2.06g20236.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g22218.t1,Autosomal,Autosomal,0.283,hop
HuLuLu_HuLuLuH2.07g25258.t1,Autosomal,Autosomal,0.21442,hop
HuLuLu_HuLuLuH2.07g22185.t1,Autosomal,Autosomal,0.271,hop
HuLuLu_HuLuLuH2.01g2940.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g462.t1,Autosomal,Autosomal,0.36208,hop
HuLuLu_HuLuLuH2.09g32089.t1,Autosomal,Autosomal,0.66321,hop
HuLuLu_HuLuLuH2.07g23369.t1,Autosomal,Autosomal,0.21402,hop
HuLuLu_HuLuLuH2.03g10183.t1,Autosomal,Autosomal,0.22966,hop
HuLuLu_HuLuLuH2.01g3797.t1,Autosomal,Autosomal,0.29173,hop
HuLuLu_HuLuLuH2.02g5196.t1,Autosomal,Autosomal,0.1292,hop
HuLuLu_HuLuLuH2.02g6384.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3966.t1,Autosomal,Autosomal,0.20845,hop
HuLuLu_HuLuLuH2.05g17047.t1,Autosomal,Autosomal,0.08675,hop
HuLuLu_HuLuLuH2.02g5201.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3398.t1,Autosomal,Autosomal,0.29406,hop
HuLuLu_HuLuLuH2.02g4678.t1,Autosomal,Autosomal,1.13146,hop
HuLuLu_HuLuLuH2.01g2112.t2,Autosomal,Autosomal,0.07802,hop
HuLuLu_HuLuLuH2.02g5276.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g26871.t1,Autosomal,Autosomal,0.33832,hop
HuLuLu_HuLuLuH2.01g1314.t1,Autosomal,Autosomal,0.2439,hop
HuLuLu_HuLuLuH2.09g32212.t1,Autosomal,Autosomal,0.34715,hop
HuLuLu_HuLuLuH2.08g28027.t1,Autosomal,Autosomal,0.23295,hop
HuLuLu_HuLuLuH2.09g31188.t1,Autosomal,Autosomal,0.19712,hop
HuLuLu_HuLuLuH2.03g9159.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g27855.t2,Autosomal,Autosomal,0.20623,hop
HuLuLu_HuLuLuH2.07g25588.t2,Autosomal,Autosomal,0.16572,hop
HuLuLu_HuLuLuH2.02g7351.t2,Autosomal,Autosomal,0.09209,hop
HuLuLu_HuLuLuH2.06g19391.t1,Autosomal,Autosomal,0.35454,hop
HuLuLu_HuLuLuH2.Xg34742.t1,X-linked,HXR,0.19121,hop
HuLuLu_HuLuLuH2.04g13163.t1,Autosomal,Autosomal,0.14481,hop
HuLuLu_HuLuLuH2.08g28212.t1,Autosomal,Autosomal,1.27333,hop
HuLuLu_HuLuLuH2.03g8272.t2,Autosomal,Autosomal,0.22221,hop
HuLuLu_HuLuLuH2.01g1149.t1,Autosomal,Autosomal,0.16047,hop
HuLuLu_HuLuLuH2.06g19740.t1,Autosomal,Autosomal,0.23534,hop
HuLuLu_HuLuLuH2.06g19554.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.07g23579.t1,Autosomal,Autosomal,0.32931,hop
HuLuLu_HuLuLuH2.06g19806.t1,Autosomal,Autosomal,0.17256,hop
HuLuLu_HuLuLuH2.08g29041.t1,Autosomal,Autosomal,0.36527,hop
HuLuLu_HuLuLuH2.07g24830.t1,Autosomal,Autosomal,0.31437,hop
HuLuLu_HuLuLuH2.04g11686.t1,Autosomal,Autosomal,0.26071,hop
HuLuLu_HuLuLuH2.08g28736.t1,Autosomal,Autosomal,0.29965,hop
HuLuLu_HuLuLuH2.07g24632.t1,Autosomal,Autosomal,0.53625,hop
HuLuLu_HuLuLuH2.08g27942.t1,Autosomal,Autosomal,0.23456,hop
HuLuLu_HuLuLuH2.09g30432.t1,Autosomal,Autosomal,0.17337,hop
HuLuLu_HuLuLuH2.08g28955.t1,Autosomal,Autosomal,0.09496,hop
HuLuLu_HuLuLuH2.08g29633.t1,Autosomal,Autosomal,0.38586,hop
HuLuLu_HuLuLuH2.01g4417.t1,Autosomal,Autosomal,0.37616,hop
HuLuLu_HuLuLuH2.08g28350.t2,Autosomal,Autosomal,0.21885,hop
HuLuLu_HuLuLuH2.08g26183.t1,Autosomal,Autosomal,0.1283,hop
HuLuLu_HuLuLuH2.08g27374.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.01g3681.t1,Autosomal,Autosomal,0.22333,hop
HuLuLu_HuLuLuH2.08g26091.t1,Autosomal,Autosomal,0.17981,hop
HuLuLu_HuLuLuH2.04g13094.t1,Autosomal,Autosomal,1.19292,hop
HuLuLu_HuLuLuH2.08g27759.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g14917.t2,Autosomal,Autosomal,0.2928,hop
HuLuLu_HuLuLuH2.01g3968.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g25804.t1,Autosomal,Autosomal,0.4362,hop
HuLuLu_HuLuLuH2.Xg32778.t1,X-linked,HXR,0.0001,hop
HuLuLu_HuLuLuH2.03g8843.t1,Autosomal,Autosomal,0.28003,hop
HuLuLu_HuLuLuH2.09g31479.t1,Autosomal,Autosomal,0.4485,hop
HuLuLu_HuLuLuH2.08g26552.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.04g13943.t1,Autosomal,Autosomal,0.23687,hop
HuLuLu_HuLuLuH2.09g30745.t1,Autosomal,Autosomal,0.51266,hop
HuLuLu_HuLuLuH2.03g9448.t1,Autosomal,Autosomal,0.09999,hop
HuLuLu_HuLuLuH2.06g19798.t2,Autosomal,Autosomal,0.19818,hop
HuLuLu_HuLuLuH2.01g4322.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3537.t1,Autosomal,Autosomal,0.29185,hop
HuLuLu_HuLuLuH2.01g4284.t1,Autosomal,Autosomal,0.13798,hop
HuLuLu_HuLuLuH2.04g12193.t1,Autosomal,Autosomal,0.07143,hop
HuLuLu_HuLuLuH2.Xg35310.t1,X-linked,PAR,0.18513,hop
HuLuLu_HuLuLuH2.03g8255.t1,Autosomal,Autosomal,0.51246,hop
HuLuLu_HuLuLuH2.03g10915.t1,Autosomal,Autosomal,0.35627,hop
HuLuLu_HuLuLuH2.01g1817.t1,Autosomal,Autosomal,0.53309,hop
HuLuLu_HuLuLuH2.Xg32917.t1,X-linked,HXR,0.19012,hop
HuLuLu_HuLuLuH2.05g17100.t1,Autosomal,Autosomal,0.19034,hop
HuLuLu_HuLuLuH2.08g28730.t1,Autosomal,Autosomal,0.18278,hop
HuLuLu_HuLuLuH2.07g22791.t2,Autosomal,Autosomal,0.10245,hop
HuLuLu_HuLuLuH2.01g34.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.03g10765.t1,Autosomal,Autosomal,0.27054,hop
HuLuLu_HuLuLuH2.01g2467.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.03g9835.t1,Autosomal,Autosomal,0.88969,hop
HuLuLu_HuLuLuH2.08g26044.t1,Autosomal,Autosomal,0.20611,hop
HuLuLu_HuLuLuH2.05g14888.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.Xg33027.t1,X-linked,HXR,NA,hop
HuLuLu_HuLuLuH2.02g5235.t1,Autosomal,Autosomal,0.30519,hop
HuLuLu_HuLuLuH2.08g26064.t2,Autosomal,Autosomal,0.77238,hop
HuLuLu_HuLuLuH2.05g14826.t1,Autosomal,Autosomal,0.11851,hop
HuLuLu_HuLuLuH2.09g32562.t1,Autosomal,Autosomal,0.29054,hop
HuLuLu_HuLuLuH2.08g27908.t1,Autosomal,Autosomal,0.26323,hop
HuLuLu_HuLuLuH2.08g26113.t1,Autosomal,Autosomal,0.43775,hop
HuLuLu_HuLuLuH2.04g14469.t1,Autosomal,Autosomal,0.09163,hop
HuLuLu_HuLuLuH2.05g15690.t1,Autosomal,Autosomal,0.20623,hop
HuLuLu_HuLuLuH2.07g21256.t1,Autosomal,Autosomal,0.95096,hop
HuLuLu_HuLuLuH2.07g25175.t1,Autosomal,Autosomal,0.72641,hop
HuLuLu_HuLuLuH2.03g10572.t1,Autosomal,Autosomal,0.35275,hop
HuLuLu_HuLuLuH2.01g3403.t1,Autosomal,Autosomal,0.2089,hop
HuLuLu_HuLuLuH2.07g23045.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.Xg33424.t1,X-linked,HXR,NA,hop
HuLuLu_HuLuLuH2.04g13907.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g28479.t1,Autosomal,Autosomal,0.1082,hop
HuLuLu_HuLuLuH2.05g14923.t1,Autosomal,Autosomal,1.20491,hop
HuLuLu_HuLuLuH2.03g8366.t1,Autosomal,Autosomal,0.30007,hop
HuLuLu_HuLuLuH2.05g15175.t1,Autosomal,Autosomal,0.19241,hop
HuLuLu_HuLuLuH2.09g32063.t1,Autosomal,Autosomal,0.10494,hop
HuLuLu_HuLuLuH2.05g16726.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.Xg33931.t1,X-linked,HXR,0.35483,hop
HuLuLu_HuLuLuH2.07g24709.t2,Autosomal,Autosomal,0.1041,hop
HuLuLu_HuLuLuH2.04g13800.t1,Autosomal,Autosomal,0.28361,hop
HuLuLu_HuLuLuH2.07g24905.t1,Autosomal,Autosomal,0.32859,hop
HuLuLu_HuLuLuH2.05g16550.t1,Autosomal,Autosomal,0.12709,hop
HuLuLu_HuLuLuH2.01g3185.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.Xg32716.t1,X-linked,HXR,0.0001,hop
HuLuLu_HuLuLuH2.02g7549.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g28719.t1,Autosomal,Autosomal,0.17526,hop
HuLuLu_HuLuLuH2.08g28107.t1,Autosomal,Autosomal,0.26272,hop
HuLuLu_HuLuLuH2.07g23213.t1,Autosomal,Autosomal,0.25508,hop
HuLuLu_HuLuLuH2.01g1891.t2,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.03g10910.t1,Autosomal,Autosomal,0.205,hop
HuLuLu_HuLuLuH2.Xg33506.t1,X-linked,HXR,0.28098,hop
HuLuLu_HuLuLuH2.03g9024.t1,Autosomal,Autosomal,0.27463,hop
HuLuLu_HuLuLuH2.01g3961.t2,Autosomal,Autosomal,0.31118,hop
HuLuLu_HuLuLuH2.02g7794.t2,Autosomal,Autosomal,0.13654,hop
HuLuLu_HuLuLuH2.06g18103.t1,Autosomal,Autosomal,0.22816,hop
HuLuLu_HuLuLuH2.02g4761.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g29959.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.05g16840.t1,Autosomal,Autosomal,0.10235,hop
HuLuLu_HuLuLuH2.06g18032.t1,Autosomal,Autosomal,0.13475,hop
HuLuLu_HuLuLuH2.06g18998.t1,Autosomal,Autosomal,0.22048,hop
HuLuLu_HuLuLuH2.07g23329.t1,Autosomal,Autosomal,0.0976,hop
HuLuLu_HuLuLuH2.Xg35524.t1,X-linked,PAR,0.0001,hop
HuLuLu_HuLuLuH2.Xg33432.t1,X-linked,HXR,NA,hop
HuLuLu_HuLuLuH2.06g18065.t1,Autosomal,Autosomal,0.16125,hop
HuLuLu_HuLuLuH2.04g12864.t1,Autosomal,Autosomal,0.15406,hop
HuLuLu_HuLuLuH2.07g22266.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g25329.t1,Autosomal,Autosomal,0.20082,hop
HuLuLu_HuLuLuH2.04g14435.t1,Autosomal,Autosomal,0.1816,hop
HuLuLu_HuLuLuH2.07g23766.t1,Autosomal,Autosomal,0.39382,hop
HuLuLu_HuLuLuH2.08g27735.t1,Autosomal,Autosomal,0.15966,hop
HuLuLu_HuLuLuH2.08g27838.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g1219.t1,Autosomal,Autosomal,0.19048,hop
HuLuLu_HuLuLuH2.08g27018.t1,Autosomal,Autosomal,0.30086,hop
HuLuLu_HuLuLuH2.01g4485.t1,Autosomal,Autosomal,0.06197,hop
HuLuLu_HuLuLuH2.02g8028.t1,Autosomal,Autosomal,0.09534,hop
HuLuLu_HuLuLuH2.02g6741.t1,Autosomal,Autosomal,0.20092,hop
HuLuLu_HuLuLuH2.02g8005.t1,Autosomal,Autosomal,0.35485,hop
HuLuLu_HuLuLuH2.09g31478.t1,Autosomal,Autosomal,0.61166,hop
HuLuLu_HuLuLuH2.05g15113.t1,Autosomal,Autosomal,0.08006,hop
HuLuLu_HuLuLuH2.03g9388.t1,Autosomal,Autosomal,0.18973,hop
HuLuLu_HuLuLuH2.07g24654.t1,Autosomal,Autosomal,0.05852,hop
HuLuLu_HuLuLuH2.Xg35328.t1,X-linked,PAR,0.18946,hop
HuLuLu_HuLuLuH2.03g8328.t1,Autosomal,Autosomal,0.54599,hop
HuLuLu_HuLuLuH2.08g27708.t1,Autosomal,Autosomal,0.17762,hop
HuLuLu_HuLuLuH2.04g11610.t1,Autosomal,Autosomal,0.15609,hop
HuLuLu_HuLuLuH2.03g9123.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g25675.t1,Autosomal,Autosomal,0.23956,hop
HuLuLu_HuLuLuH2.08g25828.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.05g14500.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.03g8594.t2,Autosomal,Autosomal,0.10643,hop
HuLuLu_HuLuLuH2.01g1502.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.07g23234.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.08g29974.t1,Autosomal,Autosomal,0.13186,hop
HuLuLu_HuLuLuH2.06g20510.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.01g3933.t1,Autosomal,Autosomal,0.29636,hop
HuLuLu_HuLuLuH2.07g23664.t1,Autosomal,Autosomal,0.20273,hop
HuLuLu_HuLuLuH2.02g8208.t1,Autosomal,Autosomal,0.1245,hop
HuLuLu_HuLuLuH2.06g19810.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.04g12055.t1,Autosomal,Autosomal,0.22686,hop
HuLuLu_HuLuLuH2.06g20624.t1,Autosomal,Autosomal,0.44211,hop
HuLuLu_HuLuLuH2.01g4006.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.09g30214.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.08g29467.t1,Autosomal,Autosomal,0.08842,hop
HuLuLu_HuLuLuH2.09g30532.t1,Autosomal,Autosomal,0.15246,hop
HuLuLu_HuLuLuH2.08g26255.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.Ng35729.t1,Autosomal,Autosomal,0.18931,hop
HuLuLu_HuLuLuH2.01g1661.t3,Autosomal,Autosomal,0.13802,hop
HuLuLu_HuLuLuH2.08g28362.t1,Autosomal,Autosomal,0.27409,hop
HuLuLu_HuLuLuH2.02g7320.t2,Autosomal,Autosomal,0.18808,hop
HuLuLu_HuLuLuH2.04g12979.t2,Autosomal,Autosomal,0.13958,hop
HuLuLu_HuLuLuH2.08g27479.t1,Autosomal,Autosomal,0.174,hop
HuLuLu_HuLuLuH2.06g19082.t1,Autosomal,Autosomal,0.24963,hop
HuLuLu_HuLuLuH2.01g3153.t1,Autosomal,Autosomal,0.80808,hop
HuLuLu_HuLuLuH2.07g22991.t2,Autosomal,Autosomal,0.13584,hop
HuLuLu_HuLuLuH2.Xg34881.t1,X-linked,PAR,0.36149,hop
HuLuLu_HuLuLuH2.02g7732.t1,Autosomal,Autosomal,0.318,hop
HuLuLu_HuLuLuH2.04g13279.t2,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.03g10693.t1,Autosomal,Autosomal,0.17672,hop
HuLuLu_HuLuLuH2.05g14512.t1,Autosomal,Autosomal,0.20797,hop
HuLuLu_HuLuLuH2.01g832.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.02g5686.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g6242.t1,Autosomal,Autosomal,NA,hop
HuLuLu_HuLuLuH2.09g30535.t1,Autosomal,Autosomal,0.0001,hop
HuLuLu_HuLuLuH2.02g4816.t1,Autosomal,Autosomal,0.45403,hop
HuLuLu_HuLuLuH2.06g19655.t2,Autosomal,Autosomal,0.43978,hop
HuLuLu_HuLuLuH2.08g27839.t1,Autosomal,Autosomal,0.23105,hop
HuLuLu_HuLuLuH2.03g11097.t1,Autosomal,Autosomal,0.0885,hop
HuLuLu_HuLuLuH2.06g18186.t1,Autosomal,Autosomal,0.26976,hop
